cardClass,cost,dbfId,flavor,id,name,rarity,spellSchool,text,type,attack,health,races,durability
DEMONHUNTER,5.0,61137,"Following this act will be her younger brother, Frank the Mediocre.",DMF_231,"Zai, the Incredible",LEGENDARY,,<b>Battlecry:</b> Copy the left- and right-most cards in your hand.,MINION,5.0,3.0,,
PALADIN,4.0,61186,It's a shiny yellow balloon! But it can be popped with a single point of damage.,DMF_235,Balloon Merchant,RARE,,<b>Battlecry:</b> Give your Silver Hand Recruits +1 Attack and <b>Divine Shield</b>.,MINION,3.0,5.0,,
PALADIN,1.0,61187,"Many wonders lie within, but they are not mere toys when your mind is their plaything.",DMF_236,Oh My Yogg!,EPIC,SHADOW,"[x]<b>Secret:</b> When your
opponent casts a spell,
they instead cast a random
one of the same Cost.",SPELL,,,,
PALADIN,3.0,61188,"The barking initially confused faire-goers, so he switched to words.",DMF_237,Carnival Barker,RARE,,"Whenever you summon a 1-Health minion, give it +1/+2.",MINION,3.0,2.0,,
PALADIN,6.0,61189,The naaru wasn't using it. It doesn't have arms.,DMF_238,Hammer of the Naaru,EPIC,,<b>Battlecry:</b> Summon a 6/6 Holy Elemental with <b>Taunt</b>.,WEAPON,3.0,,,3.0
PALADIN,5.0,61191,"So infused with the Light, he has to wear double sleep masks at night.",DMF_240,Lothraxion the Redeemed,LEGENDARY,,"[x]<b>Battlecry:</b> For the rest of the
game, after you summon
a Silver Hand Recruit,
give it <b>Divine Shield</b>.",MINION,5.0,5.0,['DEMON'],
PALADIN,8.0,61192,There can be no neutrality in the fight against darkness.,DMF_241,High Exarch Yrel,LEGENDARY,,"[x]<b>Battlecry:</b> If your deck has
no Neutral cards, gain
<b>Rush</b>, <b>Lifesteal</b>, <b>Taunt</b>,
and <b>Divine Shield</b>.",MINION,7.0,5.0,,
PALADIN,3.0,61218,Karl knew he would someday regret that turkey leg.,DMF_244,Day at the Faire,COMMON,,"Summon 3 Silver
Hand Recruits.
<b>Corrupt:</b> Summon 5.",SPELL,,,,
DEMONHUNTER,3.0,61269,Back-to-back winner of the annual hot dog eating contest... and the judge-eating contest.,DMF_247,Insatiable Felhound,COMMON,,"<b>Taunt</b>
 <b>Corrupt:</b> Gain +1/+1 and <b>Lifesteal</b>.",MINION,2.0,5.0,['DEMON'],
DEMONHUNTER,3.0,61271,"""My mom said I could be anything I want.""",DMF_248,Felsteel Executioner,EPIC,,<b>Corrupt:</b> Become a weapon.,MINION,4.0,3.0,['ELEMENTAL'],
DEMONHUNTER,3.0,61273,He soars through the air with the greatest of fleas.,DMF_249,Acrobatics,COMMON,,"Draw 2 cards. If you play both this turn, draw 2 more.",SPELL,,,,
NEUTRAL,10.0,61503,My grandfather's deck has no useless cards!,DMF_254,"C'Thun, the Shattered",LEGENDARY,,"[x]<b>Start of Game:</b> Break into
pieces. <b>Battlecry:</b> Deal 30
damage randomly split
among all enemies.",MINION,6.0,6.0,,
ROGUE,2.0,61151,His other street con involves a druid. He can't pull it off without a plant.,DMF_511,Foxy Fraud,COMMON,,"<b>Battlecry:</b> Your next
<b>Combo</b> card this turn costs (2) less.",MINION,3.0,2.0,,
ROGUE,4.0,61154,Only worthy emperors can see the cloak.,DMF_512,Cloak of Shadows,EPIC,SHADOW,Give your hero <b>Stealth</b> until your next turn.,SPELL,,,,
ROGUE,2.0,61156,"""You thought you were attacking face, but it was me! You!""",DMF_513,Shadow Clone,RARE,SHADOW,"<b>Secret:</b> After a minion attacks your hero, summon a copy of it with <b>Stealth</b>.",SPELL,,,,
ROGUE,3.0,61157,You can exchange one ticket for a bear or save up thousands for a tacky light-up paperweight!,DMF_514,Ticket Master,RARE,,"[x]<b>Deathrattle:</b> Shuffle 3
Tickets into your deck.
When drawn, summon
a 3/3 Plush Bear.",MINION,4.0,3.0,,
ROGUE,2.0,61159,"You know, it's probably just cheaper to find a place that sells the plushie…",DMF_515,Swindle,COMMON,,"Draw a spell.
<b>Combo:</b> And a minion.",SPELL,,,,
ROGUE,6.0,61162,So is a Grand Empress an empress that's grand or an empress's empress?,DMF_516,Grand Empress Shek'zara,LEGENDARY,,<b>Battlecry:</b> <b>Discover</b> a card in your deck and draw all copies of it.,MINION,5.0,7.0,,
ROGUE,2.0,61168,He's been eyeballing that ice cream cone all day!,DMF_517,Sweet Tooth,COMMON,,<b>Corrupt:</b> Gain +2 Attack and <b>Stealth</b>.,MINION,3.0,2.0,,
ROGUE,5.0,61169,"""I don't know how those got in there, but I'm blaming you two.""",DMF_518,Malevolent Strike,EPIC,,"[x]Destroy a minion.
 Costs (1) less for each
  card in your deck that
  didn't start there.",SPELL,,,,
ROGUE,1.0,61171,But he'll never be able to plunder the prize of a happy childhood.,DMF_519,Prize Plunderer,RARE,,"[x]<b>Combo:</b> Deal 1 damage to
a minion for each other card
you've played this turn.",MINION,2.0,1.0,['PIRATE'],
NEUTRAL,2.0,61235,He's always going to reign on his parade.,DMF_520,Parade Leader,COMMON,,"After you summon a <b>Rush</b> minion, give it +2 Attack.",MINION,2.0,3.0,['UNDEAD'],
WARRIOR,4.0,61237,How tough is he? He eats swords for breakfast! Without any milk.,DMF_521,Sword Eater,COMMON,,"<b>Taunt</b>
<b>Battlecry:</b> Equip a 3/2 Sword.",MINION,2.0,5.0,['PIRATE'],
WARRIOR,2.0,61238,Dodge bombs like you're playing Tonksweeper!,DMF_522,Minefield,COMMON,,Deal $5 damage randomly split among all minions.,SPELL,,,,
WARRIOR,2.0,61242,"Subject: Re: Unsafe Rides?
bump",DMF_523,Bumper Car,RARE,,"<b>Rush</b>
<b>Deathrattle:</b> Add two 1/1 Riders with <b>Rush</b> to your hand.",MINION,1.0,3.0,['MECHANICAL'],
WARRIOR,2.0,61246,"A mech, a dragon, and a pirate walk into an Old God's gaping maw. The mech was too crunchy, the dragon was too hot, but the pirate was just right.",DMF_524,Ringmaster's Baton,EPIC,,"After your hero attacks, give a Mech, Dragon, and Pirate in your hand +1/+1.",WEAPON,1.0,,,3.0
WARRIOR,5.0,61248,His main qualification is that he'll work with anyone. Or anything.,DMF_525,Ringmaster Whatley,LEGENDARY,,"<b>Battlecry:</b> Draw a Mech, Dragon, and Pirate.",MINION,3.0,5.0,,
WARRIOR,1.0,61249,The most metal trust fall.,DMF_526,Stage Dive,RARE,,Draw a <b>Rush</b> minion. <b>Corrupt:</b> Give it +2/+1.,SPELL,,,,
WARRIOR,5.0,61252,"""I consider it redecorating.""",DMF_528,Tent Trasher,EPIC,,<b><b>Rush</b>.</b> Costs (1) less for each friendly minion with a unique minion type.,MINION,5.0,5.0,['DRAGON'],
WARRIOR,2.0,61262,There are Old Gods and then there are Rock Gods.,DMF_529,"E.T.C., God of Metal",LEGENDARY,,"After a friendly <b>Rush</b> minion attacks, deal 2 damage to the enemy hero.",MINION,1.0,4.0,,
WARRIOR,3.0,61263,Generally happens right after the airing of grievances.,DMF_530,Feat of Strength,RARE,,Give a random <b>Taunt</b> minion in your hand +5/+5.,SPELL,,,,
WARRIOR,2.0,61426,Holds everything himself because people wouldn't stop touching the prop table.,DMF_531,Stage Hand,COMMON,,"[x]<b>Battlecry:</b> Give a random
minion in your hand +1/+1.",MINION,3.0,2.0,['MECHANICAL'],
NEUTRAL,4.0,61428,Who needs a petting zoo when you have all the creatures right here?!,DMF_532,Circus Amalgam,COMMON,,"<b>Taunt</b>
<i>This has all minion types.</i>",MINION,4.0,5.0,['ALL'],
WARLOCK,6.0,61884,But where does she keep them?,DMF_533,Ring Matron,COMMON,,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Summon
two 3/2 Imps.",MINION,6.0,4.0,['DEMON'],
WARLOCK,5.0,61885,"Yeah, it's chaos, but it's organized chaos.",DMF_534,Deck of Chaos,LEGENDARY,SHADOW,Swap the Cost and Attack of all minions in your deck.,SPELL,,,,
SHAMAN,1.0,61222,"""Please don't ride the carousel for thirty minutes after eating. After the carousel eats, I mean.""",DMF_700,Revolve,COMMON,,Transform all minions into random ones with the same Cost.,SPELL,,,,
SHAMAN,4.0,61223,"""When I said bring a tank to the dungeon, this is not what I had in mind!""",DMF_701,Dunk Tank,RARE,NATURE,"Deal $4 damage.
<b>Corrupt:</b> Then deal $2 damage to all enemy minions.",SPELL,,,,
SHAMAN,3.0,61224,When your phone is at 5%.,DMF_702,Stormstrike,COMMON,NATURE,Deal $3 damage to a minion. Give your hero +3 Attack this turn.,SPELL,,,,
SHAMAN,3.0,61225,"If you win your duel, he'll throw in some of his famous Pit Master barbecue.",DMF_703,Pit Master,RARE,,"<b>Battlecry:</b> Summon a 3/2 Duelist.
<b>Corrupt:</b> Summon two.",MINION,1.0,2.0,,
SHAMAN,2.0,61226,Cleans up after a dust up.,DMF_704,Cagematch Custodian,COMMON,,<b>Battlecry:</b> Draw a weapon.,MINION,2.0,2.0,['ELEMENTAL'],
SHAMAN,3.0,61227,Hogger's most hated attraction.,DMF_705,Whack-A-Gnoll Hammer,RARE,,"After your hero attacks, give a random friendly minion +1/+1.",WEAPON,3.0,,,2.0
SHAMAN,2.0,61228,Worth it for the stuffed toy at the end.,DMF_706,Deathmatch Pavilion,EPIC,,"Summon a 3/2 Duelist.
If your hero attacked this turn, summon another.",SPELL,,,,
SHAMAN,3.0,61229,The best part is when he pulls Deathwing out of a top hat!,DMF_707,Magicfin,EPIC,,"After a friendly Murloc dies, add a random <b>Legendary</b> minion to your hand.",MINION,3.0,4.0,['MURLOC'],
SHAMAN,5.0,61230,"A fan favorite, Inara is always met with thunderous applause.",DMF_708,Inara Stormcrash,LEGENDARY,,"On your turn, your hero has +2 Attack and <b>Windfury</b>.",MINION,4.0,5.0,,
SHAMAN,3.0,61663,Some say it can see straight into the soul of any who dare to read its flavor text...,DMF_709,Grand Totem Eys'or,LEGENDARY,,"At the end of your turn,
give +1/+1 to all other Totems in your hand, deck and battlefield.",MINION,0.0,4.0,['TOTEM'],
DRUID,3.0,61602,The Suntouched Amulet melted.,DMF_730,Moontouched Amulet,RARE,,Give your hero +4 Attack this turn. <b>Corrupt:</b> And gain 6 Armor.,SPELL,,,,
DRUID,8.0,61604,Don't ask about his right hand. He's still growing into it.,DMF_732,Cenarion Ward,EPIC,NATURE,"Gain 8 Armor.
Summon a random
8-Cost minion.",SPELL,,,,
DRUID,3.0,61605,"Now, when the Sun is between the Moon and the Azeroth... that's when you've got a problem.",DMF_733,"Kiri, Chosen of Elune",LEGENDARY,,<b>Battlecry:</b> Add a Solar Eclipse and Lunar Eclipse to your hand.,MINION,2.0,2.0,,
DRUID,5.0,61606,The best time to plant a tree was 20 years ago. The next best time is when you lose a minion.,DMF_734,Greybough,LEGENDARY,,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Give a random
friendly minion ""<b>Deathrattle:</b>
Summon Greybough.""",MINION,4.0,6.0,,
HUNTER,2.0,54922,It's a breath of fresh terror!,DRG_006,Corrosive Breath,COMMON,NATURE,"[x]Deal $3 damage to a
minion. If you're holding
a Dragon, it also hits
the enemy hero.",SPELL,,,,
HUNTER,3.0,54923,It brings the storm before the calm.,DRG_007,Stormhammer,EPIC,,Doesn't lose Durability while you control a Dragon.,WEAPON,3.0,,,2.0
PALADIN,1.0,54924,"""And I hereby dub thee a cadet of the Explorer’s League! NEXT!""",DRG_008,Righteous Cause,RARE,,"<b>Sidequest:</b> Summon 5 minions.
<b>Reward:</b> Give your minions +1/+1.",SPELL,,,,
HUNTER,3.0,54926,Warning: May cause carousel flashbacks.,DRG_010,Diving Gryphon,RARE,,"<b>Rush</b>
<b>Battlecry:</b> Draw a <b>Rush</b> minion from your deck.",MINION,4.0,1.0,['BEAST'],
WARRIOR,3.0,55000,Ruined! RUINED!,DRG_019,Scion of Ruin,EPIC,,"<b>Rush</b>. <b>Battlecry:</b> If you've <b>Invoked</b> twice, summon 2 copies of this.",MINION,3.0,2.0,['DRAGON'],
WARRIOR,3.0,55001,"He trained for a whole year to become quarter-master. Three more, and he'll be a full-master.",DRG_020,EVIL Quartermaster,COMMON,,<b>Battlecry:</b> Add a <b>Lackey</b> to your hand. Gain 3 Armor.,MINION,2.0,3.0,,
WARRIOR,2.0,55002,"Chop chop, Galakrond!",DRG_021,Ritual Chopper,RARE,,<b>Battlecry:</b> <b>Invoke</b> Galakrond.,WEAPON,1.0,,,2.0
WARRIOR,3.0,55003,Her deductible keeps going up.,DRG_022,Ramming Speed,EPIC,,Force a minion to attack one of its neighbors.,SPELL,,,,
WARRIOR,3.0,55004,It's more of a ship-gun than a gunship.,DRG_023,Skybarge,RARE,,"[x]After you summon a
Pirate, deal 2 damage
to a random enemy.",MINION,2.0,5.0,['MECHANICAL'],
WARRIOR,1.0,55005,Maybe he should've hatched a plan that could actually carry booty back too.,DRG_024,Sky Raider,COMMON,,<b>Battlecry:</b> Add a random Pirate to your hand.,MINION,1.0,2.0,['PIRATE'],
WARRIOR,3.0,55006,The problem with anchors is they often end up sinking to the bottom of your deck.,DRG_025,Ancharrr,LEGENDARY,,"After your hero attacks, draw a Pirate from your deck.",WEAPON,2.0,,,2.0
WARRIOR,8.0,55007,"Bite that one, bite that other one, claw this one, swallow that one whole....",DRG_026,"Deathwing, Mad Aspect",LEGENDARY,,"<b>Battlecry:</b> Attack ALL
other minions.",MINION,12.0,12.0,['DRAGON'],
ROGUE,4.0,55094,"""Three gold?! Do you have any idea how long this quest chain was?""",DRG_027,Umbral Skulker,EPIC,,"[x]<b>Battlecry:</b> If you've <b>Invoked</b>
twice, add 3 Coins to
your hand.",MINION,3.0,3.0,,
ROGUE,1.0,55095,The Alliance loves this hoard.,DRG_028,Dragon's Hoard,RARE,,<b>Discover</b> a <b>Legendary</b> minion from another class.,SPELL,,,,
ROGUE,1.0,55097,"""Turn to Galakrond, Chapter 3 Verse 12.
'SNARL! ROAR! GRAAAAGH!'
Let us reflect on this wisdom.""",DRG_030,Praise Galakrond!,COMMON,,"[x]Give a minion +1 Attack.
<b>Invoke</b> Galakrond.",SPELL,,,,
ROGUE,4.0,55099,Necrium: Get the afterlife without the aftertaste!,DRG_031,Necrium Apothecary,EPIC,,<b>Combo:</b> Draw a <b>Deathrattle</b> minion from your deck and gain its <b>Deathrattle</b>.,MINION,2.0,5.0,,
ROGUE,6.0,55101,"""And Waxadred shall light their fires, with roaring breath hotter than pyres!
Come before him, scamp and vandal, pledge your faith and lift your candle!""",DRG_033,Candle Breath,COMMON,FIRE,Draw 3 cards. Costs (3) less while you're holding a Dragon.,SPELL,,,,
ROGUE,5.0,55102,Cut him a break. Even economy class tickets are pretty expensive these days.,DRG_034,Stowaway,RARE,,"[x]<b>Battlecry:</b> If there are cards
in your deck that didn't start
there, draw 2 of them.",MINION,4.0,4.0,,
ROGUE,1.0,55103,They’re pretty fly for some pirate guys.,DRG_035,Bloodsail Flybooter,COMMON,,<b>Battlecry:</b> Add two 1/1 Pirates to your hand.,MINION,1.0,1.0,['PIRATE'],
ROGUE,5.0,55104,"Waxadred the dragon fought for his king, frolicking through the fields melting everything!",DRG_036,Waxadred,LEGENDARY,,"[x]<b>Deathrattle:</b> Shuffle a
Candle into your deck that
resummons Waxadred
when drawn.",MINION,7.0,5.0,"['ELEMENTAL', 'DRAGON']",
ROGUE,6.0,55105,Junior explorers scan the night sky in fear of her candle’s flame!,DRG_037,Flik Skyshiv,LEGENDARY,,"[x]<b>Battlecry:</b> Destroy a
minion and all copies of it
<i>(wherever they are)</i>.",MINION,4.0,4.0,,
NEUTRAL,2.0,55208,Reinforced with vitamins and mrglrls.,DRG_049,Tasty Flyfish,COMMON,,<b>Deathrattle:</b> Give a Dragon in your hand +2/+2.,MINION,2.0,2.0,['MURLOC'],
NEUTRAL,4.0,55210,"There are plenty of apathetic maniacs, but they couldn't be bothered.",DRG_050,Devoted Maniac,COMMON,,"<b>Rush</b>
<b>Battlecry:</b> <b>Invoke</b> Galakrond.",MINION,2.0,2.0,,
DRUID,1.0,55262,"One minion, two minions... tree minions!",DRG_051,Strength in Numbers,COMMON,,"<b>Sidequest:</b> Spend 10 Mana on minions.
<b>Reward:</b> Summon a minion from your deck.",SPELL,,,,
NEUTRAL,5.0,55399,"A chonker, a real absolute unit.",DRG_054,Big Ol' Whelp,COMMON,,<b>Battlecry:</b> Draw a card.,MINION,5.0,5.0,['DRAGON'],
NEUTRAL,4.0,55400,Better to have stabbed and lost. And then found again!,DRG_055,Hoard Pillager,RARE,,<b>Battlecry:</b> Equip one of your destroyed weapons.,MINION,4.0,2.0,['PIRATE'],
NEUTRAL,2.0,55401,She flies standby.,DRG_056,Parachute Brigand,COMMON,,"[x]After you play a Pirate,
summon this minion
from your hand.",MINION,2.0,2.0,['PIRATE'],
NEUTRAL,1.0,55402,The Gadgetzan Pilgrim's Bounty parade is missing a float this year.,DRG_057,Hot Air Balloon,COMMON,,"At the start of your turn, gain +1 Health.",MINION,1.0,2.0,['MECHANICAL'],
NEUTRAL,4.0,55403,"""Flap! Flap! FLAP!""",DRG_058,Wing Commander,COMMON,,Has +2 Attack for each Dragon in your hand.,MINION,2.0,5.0,,
NEUTRAL,3.0,55404,"The word ""glide"" is always in quotes in the manual.",DRG_059,Goboglide Tech,COMMON,,"<b>Battlecry:</b> If you control a Mech, gain +1/+1 and <b>Rush</b>.",MINION,3.0,3.0,,
NEUTRAL,3.0,55405,It’s our fault for making all those card backs that look like food.,DRG_060,Fire Hawk,COMMON,,<b>Battlecry:</b> Gain +1 Attack for each card in your opponent's hand.,MINION,1.0,3.0,"['ELEMENTAL', 'BEAST']",
NEUTRAL,6.0,55406,The hula doll is still absolutely required.,DRG_061,Gyrocopter,COMMON,,"<b>Rush</b>
<b>Windfury</b>",MINION,4.0,5.0,['MECHANICAL'],
NEUTRAL,2.0,55407,She keeps your deck classy.,DRG_062,Wyrmrest Purifier,EPIC,,"[x]<b>Battlecry:</b> Transform all
Neutral cards in your deck
into random cards from
your class.",MINION,3.0,2.0,,
NEUTRAL,4.0,55408,I prefer my dragons over-easy.,DRG_063,Dragonmaw Poacher,RARE,,"<b>Battlecry:</b> If your opponent controls a Dragon, gain +4/+4 and <b>Rush</b>.",MINION,4.0,4.0,,
NEUTRAL,4.0,55414,Generosity is a core value in cult culture.,DRG_064,Zul'Drak Ritualist,RARE,,"[x]<b>Taunt</b>
 <b>Battlecry:</b> Summon three
random 1-Cost minions
for your opponent.",MINION,3.0,9.0,,
NEUTRAL,4.0,55415,"Known for its ferocious grace, the hippogryph is a truly majestic creature. Except when molting.",DRG_065,Hippogryph,COMMON,,"<b>Rush</b>
<b>Taunt</b>",MINION,2.0,6.0,['BEAST'],
NEUTRAL,2.0,55416,"One head only tells the truth, while the other head only tells lies. But they both spit poison.",DRG_066,Evasive Chimaera,COMMON,,"<b>Poisonous</b>
<b>Elusive</b>",MINION,2.0,1.0,['BEAST'],
NEUTRAL,4.0,55417,"""Quiet! The bat can't hear where he's goin'!""",DRG_067,Troll Batrider,COMMON,,<b>Battlecry:</b> Deal 3 damage to a random enemy minion.,MINION,3.0,3.0,,
NEUTRAL,3.0,55418,"If you want that muscular physique, you've really gotta feel the burn.",DRG_068,Living Dragonbreath,COMMON,,Your minions can't be <b>Frozen</b>.,MINION,3.0,4.0,['ELEMENTAL'],
NEUTRAL,5.0,55419,Worst. Dinner guest. Ever.,DRG_069,Platebreaker,COMMON,,<b>Battlecry:</b> Destroy your opponent's Armor.,MINION,5.0,5.0,,
NEUTRAL,2.0,55420,Deathwing would have been more well-adjusted if he'd been raised by this guy.,DRG_070,Dragon Breeder,RARE,,<b>Battlecry:</b> Choose a friendly Dragon. Add a copy of it to your hand.,MINION,2.0,3.0,,
NEUTRAL,3.0,55421,"Legend holds that it's bad luck to harm it. So maybe just pat it on the head, okay?",DRG_071,Bad Luck Albatross,RARE,,<b>Deathrattle:</b> Shuffle two 1/1 Albatross into your opponent's deck.,MINION,4.0,3.0,['BEAST'],
NEUTRAL,5.0,55422,"""Do you want to be a murloc or a dragon?"" 
""Yes.""",DRG_072,Skyfin,EPIC,,"<b>Battlecry:</b> If you're holding a Dragon, summon 2 random Murlocs.",MINION,3.0,3.0,"['MURLOC', 'DRAGON']",
NEUTRAL,4.0,55423,"I've never heard of this fey-dragon called ""Brightwing,"" but if I HAD, I’d say we’d be best friends.",DRG_073,Evasive Feywing,COMMON,,<b>Elusive</b>,MINION,5.0,4.0,['DRAGON'],
NEUTRAL,6.0,55424,"""What does that cloud look like to you?"" 
""Trouble.""",DRG_074,Camouflaged Dirigible,COMMON,,<b>Battlecry:</b> Give your other Mechs <b>Stealth</b> until your next turn.,MINION,6.0,6.0,['MECHANICAL'],
NEUTRAL,5.0,55425,Spews more spells than a sleep-talking wizard.,DRG_075,Cobalt Spellkin,RARE,,<b>Battlecry:</b> Add two 1-Cost spells from your class to your hand.,MINION,3.0,5.0,['DRAGON'],
NEUTRAL,5.0,55426,What does Madame Lazul have against faces?!,DRG_076,Faceless Corruptor,RARE,,"[x]<b>Rush</b>. <b>Battlecry:</b> Transform
one of your minions into
a copy of this.",MINION,5.0,4.0,,
NEUTRAL,6.0,55427,Note: The dragon may be a little cranky upon arrival.,DRG_077,Utgarde Grapplesniper,RARE,,"<b>Battlecry:</b> Both players draw a card. If it's a Dragon, summon it.",MINION,5.0,5.0,,
NEUTRAL,1.0,55428,* Does not have <b>Charge</b>.,DRG_078,Depth Charge,RARE,,"At the start of your turn, deal 5 damage to ALL minions.",MINION,0.0,5.0,,
NEUTRAL,6.0,55429,Deftly dodges spells like a real wiggle wyrm.,DRG_079,Evasive Wyrm,COMMON,,"<b>Rush</b>
<b>Divine Shield</b>
<b>Elusive</b>",MINION,5.0,3.0,['DRAGON'],
NEUTRAL,3.0,55431,Do Re Me Fa So La Spear Throw!,DRG_081,Scalerider,COMMON,,"<b>Battlecry:</b> If you're holding a Dragon, deal 2 damage.",MINION,3.0,3.0,,
NEUTRAL,5.0,55432,He no take candle. He take sword.,DRG_082,Kobold Stickyfinger,EPIC,,<b>Battlecry:</b> Steal your opponent's weapon.,MINION,4.0,4.0,['PIRATE'],
NEUTRAL,5.0,55466,"He calls this one the ""Calamari Special.""",DRG_084,Tentacled Menace,EPIC,,<b>Battlecry:</b> Each player draws a card. Swap their Costs.,MINION,6.0,5.0,,
NEUTRAL,5.0,55454,Nefarian was known for creating two things: horrible monsters and excellent breakfasts.,DRG_086,Chromatic Egg,EPIC,,"[x]<b>Battlecry:</b> Secretly <b>Discover</b>
a Dragon to hatch into.
<b>Deathrattle:</b> Hatch!",MINION,0.0,3.0,,
